Unet,UnetCoupe2Max,Unet_C2_Aug,Unet_C2_Aug_Crea9,Unet_C2_Aug_wm149
0.7321565617805065,0.6389982110912343,0.7701908957415565,0.6752446538600942,0.7228571428571429
0.6210526315789474,0.6925018024513339,0.5614605929139552,0.494121969140338,0.6593761204732879
0.6391006097560976,0.6585545722713865,0.6199400299850075,0.5138142747505756,0.6412130069419072
0.6646364674533689,0.5713753261274692,0.6183320811419984,0.5238455715367146,0.6444605358435916
0.819910514541387,0.7121771217712177,0.7636229749631811,0.7680469036277024,0.797640328923847
0.8480300187617261,0.7574404761904762,0.8050036791758646,0.815537696134711,0.8492592592592593
0.8674242424242424,0.8314430973797419,0.8690157027958637,0.8385719829258829,0.9016393442622951
0.8471810089020771,0.7936,0.8681621408894136,0.8213153724247226,0.9098039215686274
0.8487057965730952,0.8158210147822613,0.8770685579196218,0.859262229350441,0.8909803921568628
0.8274700598802395,0.7239288601455134,0.7987143431096826,0.7496981891348089,0.8307332293291732
0.8144796380090498,0.7842749901224813,0.8447653429602888,0.8019246190858059,0.8780584056827151
0.8003944773175542,0.8260869565217391,0.8829920601755119,0.8301652892561984,0.8898479243732018
0.8055084745762712,0.8601823708206687,0.893299189073837,0.8501089324618737,0.9043183742591024
0.7816141562365128,0.883208461877479,0.8638602776533811,0.7994579945799458,0.8372610048910627
0.8002699055330634,0.8799460431654677,0.9272976680384087,0.8770078017439192,0.9175675675675675
0.8078206962327134,0.8565420560747663,0.9115582592419279,0.8327775131014769,0.907163053722903
0.813141683778234,0.8653266331658291,0.9236907730673317,0.896849593495935,0.9019893255701116
0.78879753340185,0.8307934839726747,0.8852971845672576,0.8338477366255144,0.8993424380374304
0.7717149220489977,0.8581962563811685,0.8762597984322509,0.8471121177802945,0.9066147859922179
0.7770154373927959,0.8511252163877668,0.8808988764044944,0.8694396302715194,0.9124212936462507
0.7512106537530266,0.7952981651376146,0.7864190365641324,0.780279975654291,0.8645650904845301
0.8177408177408177,0.7610853739245532,0.6811677160847167,0.7190542420027817,0.7945205479452054
0.7966329966329966,0.701972242512783,0.8393371757925072,0.6116207951070336,0.8099352051835853
0.7407963936889557,0.7052023121387283,0.5617021276595745,0.5977891156462585,0.5921375921375921
0.724025974025974,0.7969723953695459,0.7564674397859055,0.7202859696157283,0.8045977011494253
0.7092731829573935,0.7958115183246073,0.7894736842105263,0.7493333333333333,0.8210806023029229
0.7062043795620438,0.7174541947926711,0.7615384615384615,0.7752161383285303,0.8049242424242424
0.6534391534391535,0.6608133086876156,0.7301587301587301,0.7002801120448179,0.8264014466546112
0.6127946127946128,0.6251129177958447,0.7906976744186046,0.7635009310986964,0.6912251655629139
0.5390693590869183,0.6134913400182316,0.775491113189897,0.7030812324929971,0.7744292237442922
0.5315145813734713,0.5634218289085545,0.775,0.7244094488188977,0.7781155015197568
0.4983277591973244,0.5618860510805501,0.8678611422172452,0.8047982551799345,0.7627856365614799
0.40966921119592875,0.532258064516129,0.785175879396985,0.8143203883495146,0.7297619047619047
0.44478063540090773,0.5654205607476636,0.8191330343796711,0.8680659670164917,0.8005865102639296
0.6159052453468697,0.62,0.773972602739726,0.9086460032626428,0.9355371900826446
0.8181818181818182,0.7853577371048253,0.8783333333333333,0.9211908931698775,0.8766666666666667
0.6902286902286903,0.8326446280991735,0.9092827004219409,0.881104033970276,0.8985200845665962
0.5763888888888888,0.6653543307086615,0.8309859154929577,0.8269230769230769,0.8352941176470589
0.5830903790087464,0.5718015665796344,0.7591036414565826,0.7934131736526946,0.7578125
0.515748031496063,0.649402390438247,0.5703971119133574,0.6571428571428571,0.603448275862069
